Unnamed: 0,Vmag,Plx,e_Plx,B-V,SpType,StarType
73397,9.03,8.97,1.08,0.623,G1V,Dwarf
73398,8.61,7.05,1.02,0.538,F8,Unknown
73399,9.93,4.64,2.03,0.56,F8,Unknown
73400,9.28,2.1,0.91,0.35,F0,Unknown
73401,6.29,3.19,0.78,1.179,K0,Unknown
73402,9.0,2.46,1.35,0.552,F5,Unknown
73403,8.98,2.99,1.43,0.493,F8,Unknown
73404,9.1,4.73,1.14,0.573,F8,Unknown
73405,8.54,1.64,0.73,1.05,K5,Unknown
73406,8.42,1.36,0.83,-0.076,B5V,Dwarf
73407,9.15,85.48,1.56,1.427,M0,Unknown
73408,10.74,-3.16,16.25,0.779,G5,Unknown
73409,8.5,0.78,1.93,2.4,M...,Unknown
73410,4.91,10.72,0.91,0.0,B9.5V,Dwarf
73411,8.66,7.64,0.78,0.612,F8,Unknown
73412,11.25,3.33,2.82,0.612,Gp...,Unknown
73413,7.09,6.45,0.66,1.013,K0III,Giant
73414,11.38,11.47,1.62,0.612,Unknown,Unknown
73415,8.68,4.44,1.18,0.436,F0,Unknown
73416,8.69,1.21,2.68,0.437,Fp Sr,Unknown
73417,6.72,14.89,1.06,0.553,F5,Unknown
73418,9.74,34.58,0.96,1.552,K5,Unknown
73419,8.32,2.5,1.18,1.283,K2,Unknown
73420,6.56,7.85,0.6,0.298,A9/F0IV/V,Giant
73421,8.86,4.69,1.39,0.408,F2V,Dwarf
73422,7.4,12.8,0.94,0.481,F5V,Dwarf
73423,8.07,3.36,0.8,-0.014,B9psh,Unknown
73424,9.0,8.22,1.35,0.447,F5V,Dwarf
73425,9.47,5.47,1.5,0.6,F8,Unknown
73426,9.32,4.27,1.49,0.64,G0V,Dwarf
73427,9.05,3.06,2.15,1.09,K2,Unknown
73428,8.21,5.5,1.52,1.011,G5,Unknown
73429,5.88,8.43,0.93,1.246,K2/K3III,Giant
73430,8.15,3.37,0.95,1.354,K2III,Giant
73431,6.99,3.06,0.91,-0.058,B4V,Dwarf
73432,9.36,8.35,1.18,0.67,G0,Unknown
73433,8.77,2.97,1.73,1.047,K0,Unknown
73434,5.52,5.78,0.8,1.692,M0III,Giant
73435,9.55,5.89,1.77,0.476,F8,Unknown
73436,9.32,2.05,1.4,1.071,K2,Unknown
73437,6.72,3.71,0.67,-0.078,B5V,Dwarf
73438,9.43,9.29,1.47,0.667,G3V,Dwarf
73439,8.86,5.88,0.9,0.282,A2,Unknown
73440,8.63,9.26,1.09,0.491,F5,Unknown
73441,7.6,1.76,0.76,0.034,B8II,Giant
73442,9.31,8.91,1.54,0.403,F0w...,Unknown
73443,7.25,3.23,0.62,1.308,K0,Unknown
73444,5.91,9.98,0.53,0.107,A4V,Dwarf
73445,9.07,3.91,1.48,1.346,K0IV,Giant
73446,10.07,3.67,2.07,0.56,F8,Unknown
73447,9.04,3.07,0.8,1.063,K0,Unknown
73448,9.52,6.72,1.42,0.554,F5/F6V,Dwarf
73449,9.13,32.93,1.51,1.043,K2,Unknown
73450,9.1,11.03,1.51,0.644,G1/G2V,Dwarf
73451,7.94,1.19,1.05,1.6,M2/M3III,Giant
73452,8.87,3.31,0.94,0.987,G5,Unknown
73453,9.64,3.94,1.37,0.305,A3II/IIIm..,Giant
73454,8.61,3.75,1.36,1.058,K0III,Giant
73455,6.68,10.25,0.99,1.196,K1:IV-V:,Giant
73456,9.11,12.09,1.4,0.753,G6IV,Giant
73457,7.38,5.78,0.73,0.229,A6p,Unknown
73458,10.02,9.24,1.77,0.638,G0,Unknown
73459,6.89,1.58,0.77,-0.086,B2Vn,Dwarf
73460,9.43,7.44,1.84,0.638,G0,Unknown
73461,8.78,-0.19,1.25,1.036,G8III,Giant
73462,8.98,2.06,0.84,0.81,K0,Unknown
73463,8.36,3.02,1.03,1.378,M6III,Giant
73464,8.8,4.66,1.36,0.987,G8/K0IV,Giant
73465,7.74,8.03,1.06,0.402,F2,Unknown
73466,9.94,6.29,7.52,0.48,F8,Unknown
73467,8.95,12.12,1.04,0.563,G0,Unknown
73468,8.72,10.52,1.26,0.536,F7V,Dwarf
73469,10.86,32.18,39.57,0.827,Unknown,Unknown
73470,12.39,4.63,1.1,1.5,Me,Unknown
73471,8.09,-0.6,3.44,1.446,K3III,Giant
73472,7.72,11.9,1.12,0.249,A2/A3IV,Giant
73473,5.71,3.19,1.21,1.509,M2III,Giant
73474,9.21,2.45,1.39,1.079,K0,Unknown
73475,9.56,6.05,1.62,0.441,F0V,Dwarf
73476,10.57,2.48,1.47,0.805,G0,Unknown
73477,5.65,8.39,0.5,0.962,G8/K0III,Giant
73478,9.64,2.27,1.48,0.48,F5,Unknown
73479,9.36,1.37,2.86,1.448,G5,Unknown
73480,8.84,2.51,2.88,0.937,G5,Unknown
73481,8.48,13.37,1.58,0.719,G0,Unknown
73482,8.73,3.69,1.59,1.13,K1III:,Giant
73483,7.74,36.84,0.98,0.721,G6V,Dwarf
73484,9.9,8.98,4.61,0.552,G0,Unknown
73485,9.86,0.09,1.06,1.352,M0,Unknown
73486,8.15,5.23,0.79,0.485,F5,Unknown
73487,11.58,16.04,15.12,0.612,Unknown,Unknown
73488,8.79,1.41,1.14,1.537,K3/K4V:,Dwarf
73489,9.48,2.03,1.27,0.362,A3,Unknown
73490,8.72,5.33,1.2,0.645,G0V,Dwarf
73491,8.76,4.28,0.93,0.959,K0,Unknown
73492,3.49,14.91,0.57,0.956,G8III,Giant
73493,7.55,3.1,0.96,0.972,G8III,Giant
73494,7.39,5.67,1.22,0.98,G8/K0III,Giant
73495,9.24,8.23,1.58,0.484,G5,Unknown
73496,6.21,8.3,0.83,0.242,A8/A9III/IV,Giant
73497,8.95,13.91,1.44,0.604,F7V,Dwarf
73498,8.15,7.14,0.86,0.541,F8,Unknown
73499,10.61,3.27,2.81,0.576,F8,Unknown
73500,8.26,12.21,1.06,0.575,F8,Unknown
73501,9.74,6.94,1.16,0.554,G0,Unknown
73502,6.7,4.16,1.03,1.317,G5,Unknown
73503,5.83,10.04,0.9,0.164,A4IV,Giant
73504,7.88,2.13,0.74,1.312,K0,Unknown
73505,4.8,9.07,0.74,1.506,K4III,Giant
73506,9.98,5.69,2.08,0.745,G0,Unknown
73507,8.87,6.48,1.38,1.02,K5,Unknown
73508,6.38,5.62,1.08,0.18,A3,Unknown
73509,9.52,2.05,1.41,0.056,B9IV,Giant
73510,8.15,7.76,1.2,1.272,K0III,Giant
73511,8.18,6.7,1.14,0.358,F0III,Giant
73512,8.82,-0.03,2.12,1.208,K0IIICN...,Giant
73513,8.89,3.25,0.95,1.052,G5/G6III,Giant
73514,8.76,17.74,1.18,0.724,G5,Unknown
73515,7.8,3.62,0.63,1.047,K0,Unknown
73516,7.59,4.06,1.03,1.444,K4III,Giant
73517,8.03,2.53,1.0,0.942,G5II,Giant
73518,8.99,7.67,0.88,0.497,F5,Unknown
73519,8.29,11.59,0.62,0.463,F8,Unknown
73520,10.65,4.38,3.32,0.74,M9,Unknown
73521,9.3,3.15,1.53,0.255,A7III,Giant
73522,7.17,3.1,0.7,0.949,K0,Unknown
73523,8.67,2.16,0.84,1.176,G5,Unknown
73524,6.59,10.56,1.01,0.18,A2,Unknown
73525,7.85,6.68,1.04,1.246,K2III,Giant
73526,6.6,3.98,0.71,1.4,M3,Unknown
73527,7.21,4.71,0.67,1.418,K5,Unknown
73528,10.54,3.53,1.7,0.657,G0,Unknown
73529,8.38,10.26,1.36,0.493,F8,Unknown
73530,7.01,28.29,0.93,0.599,G2V,Dwarf
73531,10.1,12.81,2.13,0.79,Unknown,Unknown
73532,8.27,3.23,1.16,0.423,F3III/IV,Giant
73533,9.35,7.77,1.45,0.507,G,Unknown
73534,9.32,3.72,1.22,0.38,F0V,Dwarf
73535,8.92,0.13,1.24,0.116,B9IV/V,Giant
73536,10.94,9.35,2.6,0.439,Unknown,Unknown
73537,9.06,12.37,0.75,0.601,G5,Unknown
73538,9.05,4.64,1.33,0.238,A0,Unknown
73539,8.75,6.0,1.4,0.553,F5/F6V,Dwarf
73540,9.35,3.05,2.08,0.101,B8Ib/II,Giant
73541,8.4,0.54,1.42,1.5,M0III,Giant
73542,9.34,2.18,1.55,0.39,F0Vn,Dwarf
73543,9.13,5.63,1.52,0.658,G2V,Dwarf
73544,11.27,8.82,3.21,1.01,K5:,Unknown
73545,6.6,10.68,0.96,0.201,A5m,Unknown
73546,8.61,1.73,1.88,0.673,K0,Unknown
73547,8.94,2.28,1.17,1.476,K7,Unknown
73548,8.86,12.38,1.18,0.719,G6V,Dwarf
73549,10.25,0.98,1.37,0.207,A0,Unknown
73550,8.4,3.84,1.07,0.082,A0/A1IV,Giant
73551,8.33,12.73,1.19,0.435,F2,Unknown
73552,7.63,5.13,1.28,1.109,K0,Unknown
73553,9.93,0.14,1.87,0.218,A1IV/V,Giant
73554,8.93,7.19,1.8,0.459,F5,Unknown
73555,9.11,1.17,1.25,0.469,F5,Unknown
73556,9.53,9.3,0.92,0.639,G0,Unknown
73557,4.39,17.78,0.9,1.026,K0III,Giant
73558,10.73,4.66,2.08,0.56,F8,Unknown
73559,6.86,1.99,0.81,1.526,K4/K5III,Giant
73560,7.33,24.91,0.55,0.574,G0,Unknown
73561,5.45,9.32,0.84,-0.127,B3V,Dwarf
73562,9.49,0.5,1.49,0.056,B8/B9IV,Giant
73563,11.39,6.8,2.57,0.796,K:,Unknown
73564,8.66,3.81,0.99,0.914,G5,Unknown
73565,8.51,9.5,0.77,0.782,G5,Unknown
73566,8.59,2.58,1.05,1.268,K0,Unknown
73567,10.12,-0.12,2.52,0.452,F2,Unknown
73568,9.87,40.22,1.54,1.188,K5V,Dwarf
73569,8.66,0.87,1.21,0.317,F5,Unknown
73570,8.98,41.07,2.11,1.145,K3V,Dwarf
73571,5.52,11.85,0.6,1.023,G8III:,Giant
73572,7.04,7.54,0.79,0.12,A0,Unknown
73573,6.93,8.16,1.05,0.998,K0III,Giant
73574,6.59,17.45,0.67,0.449,F6IV,Giant
73575,7.69,6.31,0.91,0.056,B9.5IV/V,Giant
73576,10.0,21.19,1.96,1.171,K3V,Dwarf
73577,9.03,3.26,1.39,0.515,F6V,Dwarf
73578,9.38,15.32,4.79,0.83,G5,Unknown
73579,10.53,1.12,13.32,0.72,Unknown,Unknown
73580,9.82,1.25,1.1,1.426,M5,Unknown
73581,8.47,3.19,0.84,1.0,K,Unknown
73582,7.54,7.82,0.82,0.218,A3/A4V,Dwarf
73583,7.21,6.44,0.98,1.061,K0,Unknown
73584,8.67,2.25,1.08,0.165,B7V,Dwarf
73585,9.55,0.61,1.43,1.201,K3IV,Giant
73586,11.77,25.24,5.26,0.612,Unknown,Unknown
73587,7.77,21.34,0.94,0.613,G3V,Dwarf
73588,9.35,8.65,1.02,0.569,F8,Unknown
73589,7.64,4.09,1.27,0.661,F5,Unknown
73590,7.4,0.6,1.02,-0.151,B1IV,Giant
73591,6.86,7.51,0.55,1.123,K2,Unknown
73592,6.91,4.86,1.17,1.137,K0,Unknown
73593,9.55,3.39,1.71,1.093,K2,Unknown
73594,8.08,5.16,0.79,0.382,F0,Unknown
73595,9.99,20.82,1.12,1.106,K0,Unknown
73596,8.57,1.88,1.22,1.015,G6/G8III:,Giant
73597,8.74,3.49,1.21,0.213,A1m...,Unknown
73598,6.69,4.92,0.55,1.363,K5,Unknown
73599,9.71,0.46,1.46,1.515,M5,Unknown
73600,9.56,-0.99,1.16,1.038,G5,Unknown
73601,8.59,6.04,1.52,0.343,A2,Unknown
73602,9.0,5.06,0.94,0.531,F8,Unknown
73603,7.94,7.31,1.13,0.534,F3IV,Giant
73604,8.82,4.81,2.03,0.471,F3V,Dwarf
73605,9.3,6.59,1.01,0.491,F5,Unknown
73606,11.38,-5.43,2.72,0.612,Gp,Unknown
73607,7.79,3.91,1.24,1.355,K2IIICNvar,Giant
73608,7.63,3.03,1.01,1.486,K2,Unknown
73609,6.65,8.97,0.84,0.224,A4IV,Giant
73610,8.09,9.84,1.07,0.476,F5,Unknown
73611,7.66,21.13,1.74,0.622,G2/5 + G2/5,Unknown
73612,6.59,6.59,0.68,1.02,G8III-IV,Giant
73613,7.49,0.61,1.2,1.716,M2III:,Giant
73614,8.85,18.21,0.92,0.624,F8,Unknown
73615,8.32,-0.43,1.43,1.542,K2,Unknown
73616,10.24,4.91,2.08,0.68,G5,Unknown
73617,8.73,2.6,0.78,1.075,K0,Unknown
73618,9.24,4.0,1.07,0.435,F5,Unknown
73619,8.64,3.07,1.41,1.185,K0III,Giant
73620,8.78,3.07,1.31,0.612,K,Unknown
73621,8.49,7.61,0.72,0.427,F5,Unknown
73622,8.18,6.08,0.93,0.301,A4II/III,Giant
73623,9.98,21.77,1.76,1.209,K5III,Giant
73624,9.35,9.89,1.98,0.7,G5V,Dwarf
73625,9.15,1.48,1.43,0.922,G5,Unknown
73626,9.94,4.11,1.55,0.523,F2,Unknown
73627,8.98,5.02,0.88,0.327,F,Unknown
73628,10.38,2.56,1.8,0.576,F8,Unknown
73629,9.67,1.9,1.74,0.028,B9III/IV,Giant
73630,8.53,2.05,1.23,1.517,K2III,Giant
73631,10.03,-0.25,1.75,0.6,F5,Unknown
73632,4.83,78.39,1.03,0.647,G2V + G2V,Dwarf
73633,10.3,6.6,1.92,0.57,F8,Unknown
73634,8.69,4.1,1.07,1.194,K2II,Giant
73635,8.58,3.69,1.55,0.423,F0IV/V,Giant
73636,9.71,2.6,2.84,0.143,B9III,Giant
73637,6.8,3.87,0.78,1.456,K4III,Giant
73638,7.29,14.95,0.76,0.559,F8V,Dwarf
73639,9.09,5.66,1.83,0.605,F8,Unknown
73640,8.81,5.05,1.2,1.065,K0III,Giant
73641,10.7,10.83,2.35,0.917,K2,Unknown
73642,8.67,4.35,1.25,0.335,A2,Unknown
73643,6.22,7.03,0.49,0.055,A2Vs,Dwarf
73644,10.05,9.11,1.86,0.42,G0,Unknown
73645,10.22,3.2,2.8,0.612,R6,Unknown
73646,8.96,6.63,1.78,0.349,F0,Unknown
73647,7.73,6.09,0.98,0.47,F5III + A,Giant
73648,9.07,0.97,1.59,1.28,K0III:,Giant
73649,9.96,1.33,3.66,1.106,K0,Unknown
73650,7.88,2.81,1.01,1.525,K5,Unknown
73651,3.25,11.17,0.98,1.674,M3/M4III,Giant
73652,7.68,14.26,0.63,0.475,F7Vm,Dwarf
73653,7.15,12.65,1.85,0.306,F0,Unknown
73654,7.72,28.63,1.7,0.752,G5,Unknown
73655,7.96,2.55,0.97,0.051,B9IV,Giant
73656,8.44,2.67,1.16,1.218,K1III,Giant
73657,8.23,1.48,1.07,-0.056,B8II,Giant
73658,8.95,1.02,1.37,1.16,K2III,Giant
73659,9.7,15.69,1.84,0.91,K3V,Dwarf
73660,9.6,6.25,1.63,0.549,F2,Unknown
73661,8.03,7.55,1.37,0.524,F5/F6V,Dwarf
73662,9.71,20.3,1.26,0.911,K5,Unknown
73663,7.85,6.08,0.9,0.236,A2,Unknown
73664,11.09,-4.44,3.65,0.135,Unknown,Unknown
73665,8.16,3.67,1.1,1.377,K2III,Giant
73666,8.21,-0.94,1.23,1.608,K5,Unknown
73667,7.4,9.33,0.56,0.17,A2,Unknown
73668,9.21,7.15,1.15,0.476,F5,Unknown
73669,11.28,3.15,2.73,0.32,Unknown,Unknown
73670,9.46,7.97,1.62,0.571,F8,Unknown
73671,11.0,56.94,1.44,1.5,M:,Unknown
73672,9.49,4.08,1.35,0.785,G5,Unknown
73673,8.0,1.86,1.15,1.172,K2III,Giant
73674,8.66,3.48,1.44,0.514,F3V,Dwarf
73675,7.84,1.7,0.99,1.306,G8III,Giant
73676,9.8,11.47,1.59,0.845,G8/K0V:,Dwarf
73677,7.4,0.3,0.89,-0.027,B3III,Giant
73678,8.2,7.1,1.21,0.216,A0,Unknown
73679,8.61,5.46,1.05,0.589,F8V,Dwarf
73680,9.64,10.15,1.94,0.7,G0,Unknown
73681,9.15,4.6,1.56,1.274,K2/K3III,Giant
73682,4.52,13.04,0.68,1.24,K2III,Giant
73683,10.47,7.54,1.85,0.56,F8,Unknown
73684,7.31,2.18,1.13,1.537,K2,Unknown
73685,7.62,4.13,1.22,0.989,K0,Unknown
73686,7.37,2.27,0.82,0.017,B8II,Giant
73687,10.29,5.41,1.76,1.0,K0,Unknown
73688,7.93,0.08,2.05,1.252,K2IIICN...,Giant
73689,8.82,1.45,1.3,0.984,G6II/III,Giant
73690,8.76,1.63,4.38,1.048,K0III,Giant
73691,7.18,29.47,0.93,0.573,G0/G1V,Dwarf
73692,8.31,5.12,1.11,0.969,G6/G8IV/Vw.,Giant
73693,9.55,-0.76,1.42,0.24,B6/B7Ib/II,Giant
73694,8.35,1.48,1.42,0.99,G5,Unknown
73695,7.92,10.11,0.9,1.123,K2III/IVCN.,Giant
73696,8.74,6.87,1.33,0.441,F3V,Dwarf
73697,8.4,0.19,1.34,0.271,A2,Unknown
73698,9.02,4.42,2.56,0.579,F5V,Dwarf
73699,9.35,0.67,0.94,1.208,K0,Unknown
73700,8.86,2.41,1.29,1.871,M1III,Giant
73701,6.29,5.09,1.09,1.389,M6III,Giant
73702,7.49,21.31,0.71,0.503,F8,Unknown
73703,7.91,5.94,0.95,0.442,F0V,Dwarf
73704,9.45,6.04,1.39,1.0,K0,Unknown
73705,8.18,9.49,1.25,0.492,F8,Unknown
73706,8.45,4.94,1.2,0.998,G8III,Giant
73707,7.79,14.35,0.87,0.456,F5,Unknown
73708,8.67,13.27,1.29,0.591,G3V,Dwarf
73709,5.65,1.88,0.52,1.273,G8Ib,Giant
73710,9.46,17.81,0.88,0.814,G5,Unknown
73711,8.4,2.08,1.24,1.296,K2III,Giant
73712,8.28,2.31,1.13,1.676,K4III,Giant
73713,5.16,12.2,0.59,0.935,G8III,Giant
73714,9.73,10.59,1.67,0.666,K(1)V + G,Dwarf
73715,9.41,1.64,1.37,-0.008,B9II/III,Giant
73716,8.59,5.05,2.78,0.409,F0V,Dwarf
73717,9.27,4.33,1.53,0.667,G0IV/V,Giant
73718,9.47,-1.01,1.67,0.907,G0,Unknown
73719,10.8,0.43,2.32,0.338,Unknown,Unknown
73720,8.73,5.06,1.26,1.5,M0III,Giant
73721,7.87,7.39,0.64,1.025,K0,Unknown
73722,7.2,6.88,0.81,0.219,A3IIIs,Giant
73723,9.83,52.11,1.97,1.3,K5,Unknown
73724,9.5,28.11,3.08,1.21,K4V,Dwarf
73725,9.52,1.95,1.32,0.433,B8Ib/II,Giant
73726,7.69,4.39,0.66,1.109,K0III,Giant
73727,7.85,0.28,0.95,1.404,K1Ib/II,Giant
73728,8.74,1.73,1.47,1.482,K5,Unknown
73729,9.41,5.06,1.6,0.433,F2V,Dwarf
73730,8.85,7.26,1.75,0.481,F8,Unknown
73731,8.99,5.95,1.28,0.565,F7V,Dwarf
73732,10.08,3.08,2.04,0.498,F0,Unknown
73733,8.18,3.38,0.7,1.04,G8/K0III,Giant
73734,10.48,2.35,1.77,1.564,M0,Unknown
73735,9.93,15.57,1.73,0.633,G3V,Dwarf
73736,8.23,2.78,0.73,0.922,G5,Unknown
73737,9.85,13.16,2.25,0.693,G4,Unknown
73738,7.56,4.09,0.71,1.001,G5,Unknown
73739,10.68,4.13,2.18,0.486,G0,Unknown
73740,8.68,9.84,1.93,0.583,F7V,Dwarf
73741,12.19,21.05,46.91,0.612,Unknown,Unknown
73742,9.79,15.89,1.85,0.67,G5/G6V,Dwarf
73743,8.99,5.93,1.38,0.575,F6V,Dwarf
73744,3.91,6.56,0.96,-0.144,B5,Unknown
73745,7.56,7.57,0.58,0.131,A0,Unknown
73746,9.27,0.47,1.33,1.087,K0,Unknown
73747,8.64,2.12,1.0,1.158,K0III,Giant
73748,7.45,2.73,1.03,1.611,K5III,Giant
73749,7.23,5.86,0.72,0.853,G3III,Giant
73750,10.18,3.99,1.9,0.797,G8IV/V,Giant
73751,9.99,20.9,1.88,1.12,K3/K4V:,Dwarf
73752,8.18,19.12,1.11,0.656,G0,Unknown
73753,8.11,5.1,1.08,1.116,K0III,Giant
73754,9.38,6.08,2.39,0.54,G0,Unknown
73755,10.02,3.15,2.02,0.405,F0,Unknown
73756,9.67,4.69,1.29,0.43,F5,Unknown
73757,7.53,3.53,1.02,0.074,A0V,Dwarf
73758,8.05,4.62,1.14,1.087,K0,Unknown
73759,9.18,0.24,1.49,0.399,Fm,Unknown
73760,7.95,2.96,1.35,1.222,K0,Unknown
73761,7.06,6.52,1.07,1.087,K0III,Giant
73762,8.56,2.96,0.67,0.021,A0,Unknown
73763,5.13,8.88,0.94,1.011,G8III,Giant
73764,9.18,0.82,1.53,0.212,A3III/IV,Giant
73765,8.94,-0.28,3.16,0.461,A9IV(m),Giant
73766,7.99,3.63,1.15,1.219,K0III,Giant
73767,9.46,7.07,1.31,0.362,F5,Unknown
73768,8.17,3.91,0.95,1.024,K0,Unknown
73769,9.9,9.58,1.92,0.634,F8,Unknown
73770,8.22,15.04,1.01,0.673,G3/G5V,Dwarf
73771,7.67,10.94,0.67,0.401,F2IV/V,Giant
73772,8.37,9.98,1.21,0.52,F6V,Dwarf
73773,9.32,8.03,2.98,0.56,F8,Unknown
73774,7.69,6.69,0.64,0.523,F8,Unknown
73775,10.17,5.88,1.88,0.113,Ap Si,Unknown
73776,8.99,2.24,0.87,1.039,G5,Unknown
73777,9.52,4.18,1.62,0.54,F5,Unknown
73778,5.59,12.55,0.52,-0.005,A1V,Dwarf
73779,10.31,6.28,2.04,0.454,F8,Unknown
73780,8.83,8.54,2.66,0.415,F0,Unknown
73781,7.75,-0.18,1.0,1.507,K5,Unknown
73782,9.12,14.62,1.04,0.626,G0,Unknown
73783,7.56,22.04,1.96,0.596,G0,Unknown
73784,9.61,13.35,1.52,0.742,G6V,Dwarf
73785,9.42,3.23,1.42,0.277,F0V,Dwarf
73786,8.35,9.96,2.84,0.512,G0,Unknown
73787,6.48,31.4,1.01,0.489,F6V,Dwarf
73788,8.68,3.61,1.08,1.602,K3III,Giant
73789,8.31,12.38,1.23,0.524,F7V,Dwarf
73790,8.92,1.12,1.81,1.017,K0,Unknown
73791,10.53,7.64,1.34,0.724,F8,Unknown
73792,11.19,-5.66,3.08,1.0,Unknown,Unknown
73793,10.26,4.88,2.13,0.455,G2,Unknown
73794,8.83,9.82,1.32,0.474,F3/F5V,Dwarf
73795,8.54,3.46,1.16,0.317,F0,Unknown
73796,9.1,10.19,1.21,0.551,F5,Unknown
73797,10.68,2.21,2.14,0.441,Unknown,Unknown
73798,9.59,5.53,1.91,0.492,F2,Unknown
73799,7.33,5.22,0.98,1.024,K0,Unknown
73800,9.95,4.41,1.87,0.56,F8,Unknown
73801,7.46,5.23,0.59,1.151,K2,Unknown
73802,6.65,5.78,1.01,-0.02,B7Vn...,Dwarf
73803,9.56,4.42,1.4,0.601,G2/G3V,Dwarf
73804,8.64,2.26,1.64,0.025,A0V,Dwarf
73805,7.96,4.34,0.9,1.46,K5,Unknown
73806,8.4,22.59,0.68,0.677,G5,Unknown
73807,8.05,2.27,1.08,1.403,K2III,Giant
73808,8.62,0.06,0.93,1.002,K2/K3III+..,Giant
73809,8.71,4.37,1.12,0.934,G5,Unknown
73810,8.33,2.87,0.73,1.007,K0,Unknown
73811,8.36,3.39,1.4,0.205,F0,Unknown
73812,9.19,4.07,0.9,0.37,F2,Unknown
73813,11.12,4.56,6.96,0.56,F8,Unknown
73814,7.22,10.39,1.11,0.23,F0,Unknown
73815,8.31,3.25,1.06,1.219,K1III,Giant
73816,8.68,1.17,1.26,1.51,M0/M1III:,Giant
73817,9.2,3.16,1.43,1.169,K5,Unknown
73818,6.48,1.91,0.7,-0.137,B3V,Dwarf
73819,7.73,6.37,0.61,1.125,K0,Unknown
73820,8.27,12.52,0.77,0.477,F5/F6V,Dwarf
73821,7.14,5.15,0.89,1.311,K1/K2III,Giant
73822,9.03,2.66,1.24,0.544,F5V,Dwarf
73823,8.46,2.56,1.49,0.894,G5,Unknown
73824,9.39,1.76,1.36,0.908,K0,Unknown
73825,8.85,8.83,1.92,0.623,G5,Unknown
73826,8.79,8.38,1.29,0.732,G6V,Dwarf
73827,9.18,3.88,1.26,0.434,F2,Unknown
73828,7.89,4.5,0.84,1.291,K2,Unknown
73829,8.4,6.82,3.0,0.436,F5V,Dwarf
73830,9.42,10.3,1.54,0.633,G3V,Dwarf
73831,9.89,2.16,1.01,0.987,G5,Unknown
73832,10.38,7.52,3.65,0.792,G9,Unknown
73833,6.73,6.3,0.99,1.028,K0III,Giant
73834,7.68,1.65,0.83,-0.045,B5III,Giant
73835,7.94,3.84,1.2,1.443,K2III,Giant
73836,8.28,10.49,1.07,0.94,K0IV/V,Giant
73837,7.2,7.64,0.99,0.41,F3IV/V,Giant
73838,10.19,3.2,1.01,0.401,F2,Unknown
73839,6.27,2.39,0.81,1.658,K5III,Giant
73840,12.79,-6.96,18.06,1.613,K5,Unknown
73841,7.66,3.19,1.13,1.172,K0III,Giant
73842,10.51,12.17,2.62,0.931,Unknown,Unknown
73843,9.01,1.46,1.63,0.474,F2,Unknown
73844,10.5,-1.28,1.91,0.42,F5,Unknown
73845,8.98,8.92,1.31,0.447,F5,Unknown
73846,5.24,12.53,0.53,0.958,G8III,Giant
73847,9.05,8.43,1.27,0.405,F5,Unknown
73848,9.12,5.91,1.35,0.609,G0,Unknown
73849,9.2,6.56,1.36,0.561,F8,Unknown
73850,8.71,7.08,1.27,0.34,A9/F0V,Dwarf
73851,7.22,11.17,0.92,0.33,F0,Unknown
73852,7.67,6.35,0.94,0.455,F2,Unknown
73853,10.56,4.54,2.55,0.56,F8,Unknown
73854,7.9,4.73,0.98,1.339,K4III,Giant
73855,8.71,6.83,1.1,0.414,G5,Unknown
73856,7.94,2.34,1.14,1.442,K3III,Giant
73857,8.21,3.14,1.17,1.04,G8III,Giant
73858,6.92,4.36,1.02,-0.014,B8V,Dwarf
73859,8.59,2.67,1.11,0.342,A2,Unknown
73860,8.5,1.52,0.76,1.046,K0,Unknown
73861,8.16,12.65,2.04,0.564,F7V,Dwarf
73862,9.07,5.36,1.6,0.764,G,Unknown
73863,9.47,6.47,1.39,0.634,G3/G5V,Dwarf
73864,6.13,16.69,0.84,1.04,K0III,Giant
73865,9.65,3.82,1.35,1.0,K0III,Giant
73866,10.07,6.49,2.5,0.57,F8,Unknown
73867,7.31,5.19,0.95,0.396,F0,Unknown
73868,9.23,1.59,1.25,-0.136,A,Unknown
73869,10.01,1.87,1.94,0.626,F8,Unknown
73870,8.52,0.98,1.13,0.039,B9III/IV,Giant
73871,8.54,30.62,1.0,0.87,K0,Unknown
73872,7.87,5.57,1.04,0.379,F2III,Giant
73873,9.39,2.46,1.11,0.323,F5,Unknown
73874,5.97,10.44,0.96,-0.076,Ap Si,Unknown
73875,8.82,10.52,1.46,0.467,G0,Unknown
73876,7.48,5.97,1.15,0.056,A0V,Dwarf
73877,8.52,4.83,1.08,1.066,G8III/IV,Giant
73878,6.35,33.91,0.62,0.537,F8V,Dwarf
73879,9.79,1.23,0.99,1.101,K0,Unknown
73880,8.28,9.79,1.12,0.523,F5,Unknown
73881,8.64,4.8,0.92,0.46,G5,Unknown
73882,5.19,4.26,0.8,1.589,K5III,Giant
73883,8.77,1.52,1.02,1.246,K0,Unknown
73884,8.05,2.47,0.98,0.406,F0/F2III/IV,Giant
73885,8.96,2.44,1.22,-0.028,Ap...,Unknown
73886,10.14,1.03,1.61,1.265,Unknown,Unknown
73887,7.83,0.08,1.24,1.612,K4/K5III,Giant
73888,10.69,5.25,2.64,0.56,F8,Unknown
73889,10.23,1.59,2.46,0.723,G0,Unknown
73890,6.41,7.89,0.87,0.162,A1V,Dwarf
73891,9.02,2.71,1.06,1.084,K0III,Giant
73892,9.99,-0.07,1.06,1.15,R...,Unknown
